fullNameForSearch,position,archetype,yearsPro,overall,speed,acceleration,agility,changeOfDirection,strength,jumping,awareness,breakTackle,carrying,jukeMove,spinMove,stiffArm,trucking,bCVision,kickReturn,throwPower,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,throwOnTheRun,throwUnderPressure,playAction,breakSack,catching,catchInTraffic,spectacularCatch,shortRouteRunning,mediumRouteRunning,deepRouteRunning,release,passBlock,passBlockPower,passBlockFinesse,runBlock,runBlockPower,runBlockFinesse,leadBlock,impactBlocking,tackle,hitPower,pursuit,playRecognition,powerMoves,finesseMoves,blockShedding,manCoverage,zoneCoverage,press,kickPower,kickAccuracy,stamina,injury,toughness,jerseyNum,plyrHandedness,team,teamId,college,plyrPortrait,totalSalary,signingBonus,primaryKey,plyrAssetname
Alex Austin,CB,CB_Zone,0,64,88,93,82,83,49,80,66,49,59,69,64,48,29,65,55,27,8,8,8,12,11,8,14,70,59,61,24,16,12,19,30,30,30,35,35,35,15,38,52,63,76,62,30,35,40,58,68,60,21,19,88,90,90,29,Right,Bills,3,Oregon State,965,"$3,830,000 ","$80,000 ",23080,AustinAlex_23080
Baylon Spector,MLB,MLB_PassCoverage,1,64,86,91,84,79,67,86,63,53,60,57,48,46,47,64,35,43,38,33,27,44,32,33,46,54,50,52,29,13,7,20,45,45,45,45,45,45,25,68,74,75,81,67,44,47,61,56,64,39,19,19,86,89,87,54,Right,Bills,3,Clemson,1953,"$3,660,000 ","$120,000 ",22412,SpectorBaylon_22412
Cortez Broughton,DT,DT_RunStopper,4,63,72,74,65,58,83,81,57,10,40,10,10,29,25,25,11,26,6,6,6,6,15,6,12,32,15,15,15,8,4,15,45,45,45,45,45,45,14,80,78,78,74,59,67,54,69,20,25,10,25,25,69,86,82,94,Right,Bills,3,Cincinnati,109,"$950,000 ",$0 ,20748,BroughtonCortez_20748
Nick Broeker,LG,G_Power,0,63,63,74,60,56,81,68,72,26,42,24,23,21,30,24,10,25,10,8,6,6,10,6,14,35,30,33,24,21,18,15,69,71,67,68,66,70,78,73,26,29,35,32,38,26,32,11,12,10,19,15,85,92,81,67,Right,Bills,3,Ole Miss,0,"$3,830,000 ","$120,000 ",22860,BroekerNick_22860
Kingsley Jonathan,LE,DE_PowerRusher,1,62,80,88,83,68,80,83,49,25,39,27,23,31,35,29,10,20,6,6,6,6,14,6,12,35,25,34,10,7,5,13,45,45,45,45,45,45,21,74,73,77,80,50,66,59,64,17,21,17,31,27,70,89,84,59,Right,Bills,3,Syracuse,0,"$1,860,000 ",$0 ,22645,JonathanKingsley_22645
Tommy Doyle,LT,OT_Power,2,62,68,74,68,52,86,81,74,5,35,10,10,10,25,10,10,24,6,6,6,6,10,6,12,38,15,15,25,5,5,15,62,63,59,65,69,62,75,83,39,47,44,39,43,31,39,14,16,10,21,11,79,84,88,72,Right,Bills,3,Miami Univ.,1627,"$3,490,000 ","$300,000 ",21535,DoyleTommy_21535
Brian Burns,LOLB,OLB_SpeedRusher,4,87,88,91,88,72,76,86,95,21,41,42,39,32,28,33,10,24,6,6,6,6,10,6,12,48,28,34,15,10,5,17,45,45,45,45,45,45,13,75,82,79,88,91,70,87,74,41,52,22,15,17,84,93,87,0,Right,Panthers,21,Florida State,9406,"$18,010,000 ","$11,530,000 ",20566,BurnsBrian_20566
Miles Sanders,HB,HB_ElusiveBack,4,86,91,93,88,87,69,86,86,85,94,87,81,78,75,89,77,29,31,27,19,21,18,16,23,65,54,55,64,59,52,59,56,30,27,36,26,25,34,47,33,22,36,19,10,10,26,12,18,15,16,12,88,85,84,6,Right,Panthers,21,Penn State,9619,"$11,530,000 ","$13,870,000 ",20492,SandersMiles_20492
Derrick Brown,RE,DE_RunStopper,3,84,70,74,70,57,94,68,91,38,56,52,50,52,60,53,30,41,35,30,27,36,31,25,33,53,47,49,42,38,33,39,48,48,44,50,50,46,42,88,88,84,87,89,85,66,85,24,30,23,22,14,85,96,95,95,Right,Panthers,21,Auburn,189,"$2,500,000 ","$32,790,000 ",21286,BrownDerrick_21286
Shaq Thompson,MLB,MLB_FieldGeneral,8,84,85,86,84,77,75,83,92,58,72,82,76,70,71,78,10,25,6,6,6,6,18,6,17,77,67,43,33,23,15,35,45,45,45,45,45,45,25,86,87,83,89,94,52,63,79,62,69,63,20,20,94,90,84,7,Right,Panthers,21,Washington,7352,"$1,620,000 ","$19,100,000 ",2562,ThompsonShaq_2562
Taylor Moton,RT,OT_Agile,6,84,66,65,62,56,88,75,94,10,23,15,10,14,29,23,10,20,18,13,6,12,7,6,12,28,15,29,13,5,5,12,86,84,87,84,83,86,87,89,31,36,28,10,10,10,34,12,12,10,22,21,92,97,96,72,Right,Panthers,21,W. Michigan,8669,"$38,520,000 ","$46,490,000 ",12636,MotonTaylor_12636
Adam Thielen,WR,WR_Slot,10,83,89,91,89,83,67,94,85,79,73,83,80,68,56,87,67,50,46,37,32,33,29,29,22,90,88,92,85,84,83,82,35,25,20,52,36,33,25,45,32,15,29,25,10,10,32,10,16,15,34,35,90,87,87,19,Right,Panthers,21,Minnesota State,6913,"$4,420,000 ","$17,250,000 ",2280,ThielenAdam_2280
Jaycee Horn,CB,CB_Zone,2,83,92,93,88,89,65,94,79,54,65,74,67,47,36,71,55,30,18,12,8,29,17,6,17,76,63,70,34,24,17,27,35,35,35,35,35,35,19,50,52,68,74,83,30,41,48,82,87,85,23,14,90,84,82,8,Right,Panthers,21,South Carolina,1352,"$8,400,000 ","$12,720,000 ",21451,HornJaycee_21451
Vonn Bell,SS,S_Zone,7,83,87,88,83,80,74,82,90,47,69,67,62,41,45,57,48,26,6,6,6,6,16,6,17,75,48,63,22,12,10,22,25,34,33,16,34,33,18,63,74,85,81,88,43,58,55,74,81,61,20,19,95,92,85,24,Right,Panthers,21,Ohio State,7891,"$8,060,000 ","$14,450,000 ",17654,BellVonn_17654
Jeremy Chinn,FS,S_Zone,3,81,93,92,87,86,70,92,81,43,68,70,56,43,48,62,48,23,6,6,6,6,18,6,15,72,58,67,30,22,10,20,35,35,35,35,35,35,20,57,72,81,83,79,46,56,57,72,77,73,14,11,90,89,93,21,Right,Panthers,21,S. Illinois,211,"$5,540,000 ","$1,360,000 ",21151,ChinnJeremy_21151
Johnny Hekker,P,KP_Accurate,11,81,66,70,62,51,55,72,67,15,40,10,10,10,15,15,10,67,63,53,43,41,38,29,27,39,18,43,15,15,15,15,25,15,13,29,16,16,16,22,25,21,35,20,10,10,17,15,15,10,94,92,84,94,68,10,Right,Panthers,21,Oregon State,5860,"$3,310,000 ","$3,360,000 ",11695,HekkerJohnny_11695
Austin Corbett,RG,G_PassProtector,5,80,66,72,58,53,85,70,88,7,32,10,10,10,23,15,10,23,6,6,6,6,10,6,12,18,15,12,10,5,5,12,83,82,84,81,79,82,83,85,29,27,23,16,20,10,15,12,12,10,17,13,88,87,87,63,Right,Panthers,21,Nevada,8853,"$8,750,000 ","$9,730,000 ",13177,CorbettAustin_13177
Donte Jackson,CB,CB_MantoMan,5,80,95,94,94,92,49,98,78,45,63,79,75,27,17,69,77,20,6,6,6,6,18,6,17,75,60,73,15,12,10,12,35,35,35,35,35,35,13,44,47,59,69,76,23,34,45,77,77,74,17,13,91,84,67,26,Right,Panthers,21,LSU,8936,"$9,930,000 ","$19,450,000 ",13169,JacksonDonte_13169
Hayden Hurst,TE,TE_VerticalThreat,5,80,86,88,82,73,69,77,79,73,72,80,70,79,80,72,35,73,15,10,6,10,15,6,12,94,81,83,74,70,66,74,56,52,57,59,55,59,63,65,44,40,39,18,22,33,35,12,19,13,23,16,86,87,86,81,Right,Panthers,21,South Carolina,8930,"$7,500,000 ","$14,230,000 ",13256,HurstHayden_13256
Frankie Luvu,LOLB,OLB_RunStopper,5,79,79,81,82,73,79,73,86,25,48,52,39,33,55,45,10,34,6,6,6,6,15,6,12,55,22,49,15,5,5,20,45,45,45,45,45,45,13,79,85,86,89,87,66,77,76,51,62,55,16,12,93,89,83,49,Right,Panthers,21,Wash. St.,9340,"$5,990,000 ","$3,000,000 ",13628,LuvuFrankie_13628
Ikem Ekwonu,LT,OT_Power,1,79,75,78,57,56,92,72,76,17,40,10,10,30,28,16,10,23,6,6,6,6,11,6,14,32,14,15,10,5,5,12,79,82,76,83,80,86,88,93,45,55,45,35,42,35,44,12,14,10,27,23,88,93,97,79,Left,Panthers,21,N.C. State,1560,"$10,360,000 ","$17,200,000 ",22439,EkwonuIkem_22439
Xavier Woods,FS,S_RunSupport,6,78,89,90,89,85,71,82,79,54,71,78,67,48,42,72,70,21,6,6,6,6,19,6,12,76,72,69,24,14,10,20,35,35,35,35,35,35,21,66,73,87,83,78,55,43,59,68,73,66,17,19,94,94,86,25,Right,Panthers,21,LA. Tech,8789,"$6,810,000 ","$8,190,000 ",12846,WoodsXavier_12846
D.J. Chark Jr,WR,WR_DeepThreat,5,77,94,93,85,82,64,92,76,70,73,82,76,56,33,84,78,28,20,15,10,15,19,10,20,83,84,86,75,77,79,76,26,15,20,50,27,22,17,41,27,17,29,16,10,10,21,10,17,10,19,15,86,84,80,17,Right,Panthers,21,LSU,8843,"$500,000 ","$1,360,000 ",13255,CharkDJ_13255
Eddy Pineiro,K,KP_Power,5,77,77,80,61,52,42,47,65,5,20,10,10,10,10,10,10,26,32,15,12,15,16,15,15,18,15,15,15,15,15,15,17,17,17,16,16,16,16,16,26,13,29,17,10,10,24,11,17,10,91,87,79,85,83,4,Right,Panthers,21,Florida,9024,"$2,350,000 ","$1,750,000 ",13428,PineiroEddy_13428
Eric Rowe,SS,S_Hybrid,8,77,87,89,89,85,74,90,82,45,64,65,59,45,40,62,55,29,6,6,6,6,17,6,10,68,43,63,15,11,10,12,35,35,35,35,35,35,11,51,69,67,69,78,38,56,50,75,72,77,24,21,89,88,80,20,Right,Panthers,21,Utah,7304,"$440,000 ","$650,000 ",2585,RoweEric_2585
Chuba Hubbard,HB,HB_ElusiveBack,2,75,90,91,88,85,70,86,73,77,87,86,78,78,73,81,76,31,25,20,15,16,14,18,40,67,57,55,62,55,45,47,54,37,32,42,29,33,39,41,32,23,36,19,11,11,27,11,18,16,22,17,88,90,83,30,Right,Panthers,21,Oklahoma St.,1234,"$3,490,000 ","$700,000 ",21574,HubbardChuba_21574
Laviska Shenault Jr,WR,WR_Playmaker,3,75,88,90,88,86,74,91,73,83,78,87,83,75,78,90,78,39,31,25,18,27,28,26,33,80,81,84,76,73,70,74,44,30,26,58,31,29,39,54,52,55,51,31,31,27,53,24,33,21,20,14,85,86,85,5,Right,Panthers,21,Colorado,565,"$2,970,000 ",$0 ,20942,ShenaultJrLaviska_20942
Bryce Young,QB,QB_Improviser,0,74,87,89,84,88,54,75,75,69,59,80,68,36,32,80,22,87,87,83,81,83,83,81,80,35,18,19,16,12,9,13,12,10,12,16,10,10,13,19,20,14,32,13,10,10,17,9,10,9,23,23,83,87,86,9,Right,Panthers,21,Alabama,2638,"$3,650,000 ","$24,360,000 ",22686,YoungBryce_22686
Henry Anderson,DT,DT_RunStopper,8,74,71,72,70,62,86,74,74,10,45,10,10,25,44,31,10,19,6,6,6,6,14,6,12,43,21,24,10,3,2,15,45,45,45,45,45,45,17,87,85,76,80,77,75,56,76,25,29,12,17,25,73,79,85,94,Right,Panthers,21,Stanford,6999,"$940,000 ","$150,000 ",2539,AndersonHenry_2539
Brady Christensen,LG,G_Power,2,73,75,79,71,55,88,82,80,11,30,11,10,21,30,16,10,21,6,6,6,6,16,6,12,26,24,28,14,12,11,22,78,80,74,70,72,68,75,80,25,24,18,15,10,10,17,12,15,10,18,12,84,91,78,70,Right,Panthers,21,BYU,793,"$4,040,000 ","$1,120,000 ",21532,ChristensenBrady_21532
C.J. Henderson,CB,CB_MantoMan,3,73,93,92,89,89,64,89,75,51,57,73,68,34,31,60,45,27,6,6,6,6,14,6,14,64,54,61,34,32,28,35,25,33,34,25,33,34,18,54,54,57,69,72,38,43,45,70,72,72,18,17,89,85,86,23,Right,Panthers,21,Florida,342,"$7,680,000 ","$3,230,000 ",21004,HendersonCJ_21004
Terrace Marshall Jr,WR,WR_DeepThreat,2,73,91,89,84,83,67,91,76,78,74,78,73,58,57,79,45,26,20,15,10,15,17,6,21,84,81,82,76,75,74,74,32,20,17,58,29,23,25,46,27,25,32,15,10,10,28,12,17,17,19,15,84,87,82,88,Right,Panthers,21,LSU,1081,"$4,200,000 ","$1,520,000 ",21596,MarshallJrTerrace_21596
Andy Dalton,QB,QB_FieldGeneral,12,72,74,68,73,71,54,73,72,47,64,52,51,28,23,63,10,87,87,82,82,82,81,80,50,55,52,47,30,20,10,24,13,13,13,14,14,14,10,14,15,12,23,10,10,10,12,12,12,10,12,19,80,93,92,14,Right,Panthers,21,TCU,4356,"$800,000 ","$6,300,000 ",10439,DaltonAndy_10439
Bradley Bozeman,C,C_Power,5,72,58,58,53,37,85,62,83,14,20,10,10,10,10,10,10,17,6,6,6,6,12,6,12,12,15,10,10,5,5,10,73,74,70,77,79,73,83,83,20,12,19,10,10,10,15,10,11,10,19,16,88,95,90,56,Right,Panthers,21,Alabama,9327,"$6,650,000 ","$11,350,000 ",13133,BozemanBradley_13133
Damiere Byrd,WR,WR_Playmaker,8,72,92,91,92,90,48,88,71,72,67,81,78,37,32,74,77,35,17,15,11,18,17,13,22,82,74,79,72,73,75,65,29,21,19,37,13,10,24,44,24,15,37,21,11,11,23,16,24,16,23,22,83,86,70,18,Right,Panthers,21,South Carolina,8303,"$940,000 ","$150,000 ",12420,ByrdDamiere_12420
Ian Thomas,TE,TE_VerticalThreat,5,72,83,89,78,75,68,86,77,65,74,78,56,71,68,68,6,31,27,22,19,14,13,6,18,79,76,75,69,65,59,68,62,58,61,59,59,56,47,67,31,15,31,15,20,20,27,12,14,10,18,12,88,96,85,80,Right,Panthers,21,Indiana,9078,"$2,510,000 ","$10,560,000 ",13212,ThomasIan_13212
Jonathan Mingo,WR,WR_DeepThreat,0,72,90,92,82,81,71,89,71,74,76,72,67,60,58,82,57,30,15,10,6,10,20,6,22,81,79,81,77,77,77,74,32,23,17,53,27,34,27,49,43,38,45,27,10,10,39,26,36,28,25,18,91,88,85,15,Right,Panthers,21,Ole Miss,2314,"$5,200,000 ","$3,480,000 ",22770,MingoJonathan_22770
Yetur Gross-Matos,ROLB,OLB_PowerRusher,3,72,84,87,80,70,81,82,73,14,30,30,24,28,32,27,10,18,6,6,6,6,15,6,11,31,16,16,10,7,5,14,45,45,45,45,45,45,13,77,85,82,82,73,73,64,73,27,32,16,19,14,79,87,87,97,Right,Panthers,21,Penn State,307,"$4,200,000 ","$4,000,000 ",20995,GrossMatosYetur_20995
Marquis Haynes Sr,LOLB,OLB_SpeedRusher,5,71,85,86,79,68,76,78,68,20,43,32,26,34,34,28,10,26,6,6,6,6,15,6,12,41,26,23,10,8,5,12,45,45,45,45,45,45,18,87,80,85,79,66,61,75,66,39,47,38,17,13,75,91,88,98,Right,Panthers,21,Ole Miss,8915,"$2,030,000 ","$3,460,000 ",13214,HaynesMarquis_13214
Tommy Tremble,TE,TE_Possession,2,71,84,89,78,73,75,83,72,55,74,67,63,64,66,68,27,26,15,10,6,10,10,6,16,77,77,75,71,65,61,63,58,57,54,62,58,62,62,71,34,26,36,23,10,10,37,15,22,21,18,14,85,89,82,82,Right,Panthers,21,Notre Dame,1376,"$3,980,000 ","$950,000 ",21777,TrembleTommy_21777
Shi Smith,WR,WR_Playmaker,2,70,91,90,90,87,60,86,69,71,74,81,76,46,48,78,76,50,45,33,28,34,27,26,25,80,74,78,71,70,67,70,27,21,19,39,17,23,20,41,36,27,36,22,11,13,31,21,28,21,23,17,82,90,85,12,Right,Panthers,21,South Carolina,1337,"$3,490,000 ","$160,000 ",21618,SmithShi_21618
Shy Tuttle,LE,DE_RunStopper,4,70,75,75,71,59,82,70,66,10,30,25,30,53,34,17,10,16,6,6,6,6,10,6,12,44,29,34,15,7,3,15,45,45,45,45,45,45,27,80,84,79,83,68,62,70,77,22,26,20,15,12,78,89,85,99,Right,Panthers,21,Tennessee,631,"$7,500,000 ","$11,980,000 ",20853,TuttleShy_20853
DJ Johnson,ROLB,OLB_PowerRusher,0,69,89,93,73,66,82,78,62,48,71,61,55,55,59,65,35,35,25,22,21,23,14,15,24,70,69,67,51,48,42,57,52,50,54,54,49,56,57,80,71,87,84,63,73,59,67,45,52,48,20,20,83,86,88,52,Right,Panthers,21,Oregon,2235,"$4,500,000 ","$1,000,000 ",22983,JohnsonDJ_22983
Kamu Grugier-Hill,MLB,MLB_FieldGeneral,7,69,89,91,86,76,72,87,67,29,66,66,57,58,53,69,35,29,6,6,6,6,10,6,12,65,36,39,20,10,6,25,23,45,45,34,45,45,15,77,78,81,82,69,52,58,70,62,65,65,84,52,87,89,90,54,Right,Panthers,21,E. Illinois,8029,"$940,000 ","$150,000 ",17852,GrugierHillKamu_17852
Marquez Stevenson,WR,WR_Playmaker,2,69,91,90,88,87,54,82,65,71,70,79,78,41,39,82,83,26,15,10,6,10,19,6,26,79,75,76,70,69,71,58,26,16,18,38,15,21,21,37,23,17,33,17,10,10,23,14,19,14,21,15,81,85,76,13,Right,Panthers,21,Houston,1332,"$870,000 ",$0 ,21607,StevensonMarquez_21607
Cameron Erving,LT,OT_Power,8,68,64,58,65,50,85,75,84,6,45,10,10,30,25,10,10,30,6,6,6,6,10,6,12,43,15,15,15,5,5,15,73,74,70,71,69,73,80,81,56,44,54,25,55,25,47,12,15,10,25,25,85,78,73,75,Right,Panthers,21,Florida State,7103,"$940,000 ","$150,000 ",2505,ErvingCameron_2505
DeShawn Williams,RE,DE_RunStopper,8,68,67,74,61,55,85,74,76,18,33,26,17,31,48,24,9,23,6,6,6,6,10,6,12,43,14,41,13,5,3,15,44,44,45,44,46,45,33,83,83,76,77,74,62,73,72,18,26,13,17,17,75,88,86,96,Right,Panthers,21,Clemson,8456,"$500,000 ","$1,250,000 ",12437,WilliamsDeShawn_12437
Jammie Robinson,SS,S_RunSupport,0,68,86,93,87,81,67,81,66,67,64,75,70,33,39,72,69,27,25,23,21,22,25,24,31,70,65,67,20,10,10,25,35,35,35,35,35,35,44,59,72,87,75,65,31,38,47,62,69,58,15,11,92,93,88,22,Right,Panthers,21,Florida State,2372,"$3,830,000 ","$320,000 ",23045,RobinsonJammie_23045
Raheem Blackshear,HB,HB_ElusiveBack,1,68,90,93,89,87,55,81,62,80,77,82,73,66,58,76,82,25,25,20,15,22,12,15,29,68,69,66,65,62,58,57,39,32,35,33,28,23,40,38,24,23,36,23,10,10,20,15,20,14,18,16,82,88,82,3,Right,Panthers,21,Virginia Tech,0,"$870,000 ",$0 ,22621,BlackshearRaheem_22621
Chandler Zavala,RG,G_Agile,0,67,66,72,65,57,88,78,66,21,34,12,12,14,33,22,10,21,9,9,7,9,10,9,12,30,21,23,12,11,7,18,75,77,73,69,66,72,78,76,31,31,25,21,14,15,19,9,10,10,21,13,84,86,84,62,Right,Panthers,21,N.C. State,0,"$3,830,000 ","$760,000 ",23263,ZavalaChandler_23263
Gary Jennings,WR,WR_Playmaker,4,67,91,90,87,86,67,88,49,71,69,75,71,58,54,80,75,59,52,48,44,52,34,32,29,81,80,82,71,72,73,68,32,17,17,49,30,25,23,47,47,52,51,35,19,31,46,36,39,31,19,14,79,90,78,86,Right,Panthers,21,West Virginia,9525,"$870,000 ",$0 ,20470,JenningsGary_20470
Sam Franklin Jr,SS,S_Zone,3,67,87,90,85,80,66,85,68,49,57,73,62,50,39,68,45,27,6,6,6,6,19,6,14,66,64,62,41,38,29,40,35,33,34,35,33,34,19,62,63,78,73,67,50,58,59,64,68,59,18,17,87,90,79,42,Right,Panthers,21,Temple,1431,"$2,630,000 ",$0 ,21401,FranklinJrSam_21401
Brandon Smith,MLB,MLB_PassCoverage,1,66,88,91,84,82,69,89,63,38,49,47,38,55,37,44,10,24,21,11,11,21,13,23,14,53,41,55,17,8,5,13,45,45,45,45,45,45,22,65,76,84,79,62,52,59,64,64,64,60,16,13,81,91,72,40,Right,Panthers,21,Penn State,1944,"$3,750,000 ","$760,000 ",22411,SmithBrandon_22411
John Penisini,DT,DT_RunStopper,2,66,67,73,59,50,87,65,68,10,35,12,11,26,30,17,10,25,6,6,6,6,10,6,12,32,23,25,13,5,4,12,45,45,45,45,45,45,36,82,74,72,77,70,67,52,70,23,28,17,20,18,73,94,94,76,Right,Panthers,21,Utah,513,"$940,000 ",$0 ,21242,PenisiniJohn_21242
Keith Taylor Jr,CB,CB_Zone,2,66,89,91,88,83,58,81,66,47,57,71,65,38,36,61,43,30,6,6,6,6,17,6,15,57,49,54,17,12,5,10,35,35,35,35,35,35,22,42,59,56,70,65,32,39,44,61,67,76,18,13,90,92,87,28,Right,Panthers,21,Washington,1284,"$3,490,000 ","$300,000 ",21706,TaylorKeith_21706
Bravvion Roy,LE,DE_PowerRusher,3,65,67,73,57,51,87,75,67,21,42,33,27,38,46,34,15,21,6,6,6,6,10,6,12,41,28,34,15,7,3,15,45,45,45,45,45,45,31,87,77,82,77,66,73,67,67,26,32,16,16,11,75,90,85,93,Right,Panthers,21,Baylor,1516,"$3,300,000 ","$190,000 ",21247,RoyBravvion_21247
Rejzohn Wright,CB,CB_Zone,0,65,89,92,84,81,53,89,63,45,49,69,64,35,35,65,47,47,44,42,40,51,33,40,44,70,65,72,31,26,15,35,22,22,22,34,34,34,15,47,50,67,74,64,28,44,49,59,67,76,20,17,89,88,83,31,Right,Panthers,21,Oregon State,0,"$2,620,000 ","$100,000 ",23087,WrightRejzohn_23087
Stantley Thomas-Oliver III,CB,CB_MantoMan,3,65,90,91,87,85,59,84,60,60,58,74,70,51,20,68,40,10,6,6,6,6,13,6,10,70,65,68,55,53,49,50,35,35,35,44,35,35,17,50,52,55,72,57,30,35,49,67,64,70,15,12,87,87,79,27,Right,Panthers,21,FIU,615,"$3,300,000 ","$110,000 ",21213,ThomasOliverIIIStantley_21213
Amare Barno,ROLB,OLB_SpeedRusher,1,64,92,93,75,71,74,88,59,26,34,42,43,33,28,25,10,15,6,6,6,6,8,6,15,35,20,22,10,8,5,12,45,45,45,45,45,45,18,72,70,80,83,57,59,63,61,32,44,24,15,13,72,90,86,90,Right,Panthers,21,Virginia Tech,1154,"$3,630,000 ","$200,000 ",22138,BarnoAmare_22138
Jalen Redmond,RE,DE_SmallerSpeedRusher,0,64,79,85,74,64,85,83,63,10,42,27,25,35,35,22,10,22,6,6,6,6,5,5,10,37,30,35,10,6,5,15,40,40,40,45,45,45,34,83,73,79,76,61,62,66,65,18,24,25,14,12,67,83,81,71,Right,Panthers,21,Oklahoma,2364,"$2,570,000 ","$130,000 ",22951,RedmondJalen_22951
Justin McCray,LG,G_Agile,8,64,53,61,56,51,89,72,72,5,25,10,10,10,25,10,10,20,6,6,6,6,10,6,12,20,10,12,10,5,5,12,64,63,66,69,68,71,82,80,35,20,35,20,10,10,20,12,15,10,20,20,83,87,73,64,Right,Panthers,21,UCF,7548,"$1,080,000 ","$690,000 ",2714,McCrayJustin_2714
Matt Corral,QB,QB_Scrambler,1,64,84,89,82,79,54,77,51,55,59,66,64,42,49,82,13,89,82,79,78,78,77,80,67,67,53,56,43,35,30,45,26,20,23,36,29,33,30,29,21,14,31,13,9,9,20,10,15,9,40,36,89,82,79,2,Right,Panthers,21,Ole Miss,1317,"$4,220,000 ","$880,000 ",22045,CorralMatt_22045
Stephen Sullivan,TE,TE_VerticalThreat,3,64,84,86,81,74,69,86,59,61,75,67,59,68,67,72,50,36,26,23,16,27,23,19,24,77,76,80,63,59,57,64,49,45,46,55,56,54,40,57,71,66,71,41,55,61,57,20,28,11,19,18,78,87,82,84,Right,Panthers,21,LSU,596,"$940,000 ",$0 ,21096,SullivanStephen_21096
Bumper Pool,MLB,MLB_RunStopper,0,63,81,85,71,65,69,73,69,22,50,38,31,45,42,35,10,22,6,6,6,6,7,6,15,45,42,40,18,12,9,12,40,40,40,45,45,45,35,70,82,78,81,70,41,37,62,45,50,40,22,21,85,84,87,47,Right,Panthers,21,Arkansas,0,"$2,700,000 ",$0 ,23005,PoolBumper_23005
Cade Mays,RG,G_Power,1,63,64,69,60,55,82,66,73,7,19,10,10,18,20,11,10,20,6,6,6,6,10,6,10,21,12,15,15,5,5,15,62,63,62,69,70,68,76,84,21,23,22,22,21,15,24,10,10,10,11,10,82,86,87,66,Right,Panthers,21,Tennessee,1828,"$3,710,000 ","$160,000 ",22123,MaysCade_22123
Deonte Brown,RG,G_Power,2,63,53,54,43,39,90,68,54,20,29,10,10,34,35,13,10,22,6,6,6,6,12,8,12,19,12,18,10,5,5,10,62,65,59,70,77,65,73,87,25,45,21,21,34,12,29,10,10,10,15,16,74,86,85,77,Right,Panthers,21,Alabama,1632,"$870,000 ",$0 ,21914,BrownDeonte_21914
Michael Jordan,LG,G_Agile,4,63,63,63,60,52,79,79,75,9,40,10,10,25,25,10,10,25,6,6,6,6,13,6,12,30,10,12,10,10,10,12,64,62,66,69,68,71,80,81,34,20,23,10,10,10,15,12,15,10,24,22,83,90,84,73,Right,Panthers,21,Ohio State,9541,"$940,000 ",$0 ,20541,JordanMichael_20541
Vernon Scott,SS,S_Zone,4,63,88,90,82,83,65,86,62,42,57,70,63,55,40,59,40,22,6,6,6,6,20,6,10,63,51,60,20,10,10,15,35,35,35,35,35,35,19,53,65,76,74,61,42,48,53,59,63,62,21,21,86,85,75,38,Right,Panthers,21,TCU,1517,"$940,000 ",$0 ,24433,ScottVernon_24433
Giovanni Ricci,FB,FB_Utility,3,62,79,82,78,72,69,79,60,51,74,72,67,49,68,74,35,41,37,33,29,35,32,34,40,68,67,73,59,53,44,44,60,51,55,55,47,45,66,55,31,27,37,21,15,17,29,14,20,15,20,22,81,90,79,45,Right,Panthers,21,W. Michigan,2613,"$940,000 ",$0 ,21085,RicciGiovanni_21085
Marquan McCall,DT,DT_RunStopper,1,62,59,55,47,44,88,55,59,12,25,9,9,25,40,12,10,11,10,8,6,5,5,5,6,22,14,12,10,5,5,11,45,45,45,45,45,45,24,87,77,81,71,60,62,48,72,15,19,10,11,10,63,83,80,78,Right,Panthers,21,Kentucky,1836,"$2,560,000 ","$20,000 ",22302,McCallMarquan_22302
Herb Miller,CB,CB_MantoMan,3,61,87,90,78,82,59,79,55,49,55,64,55,40,48,56,45,32,22,17,14,23,19,22,26,59,47,53,25,20,15,20,25,33,34,25,33,34,21,50,59,60,70,59,41,45,48,64,61,70,18,17,86,90,80,36,Right,Panthers,21,FAU,2599,"$1,010,000 ",$0 ,22010,MillerHerb_22010
Tremaine Edmunds,MLB,MLB_FieldGeneral,5,87,87,88,86,79,75,85,86,29,48,49,43,39,28,40,10,18,6,6,6,6,10,6,12,59,36,48,15,5,5,15,45,45,45,45,45,45,17,78,93,85,89,86,61,73,78,70,79,37,20,14,88,92,88,49,Right,Bears,1,Virginia Tech,8875,"$28,550,000 ","$43,420,000 ",13119,EdmundsTremaine_13119
D.J. Moore,WR,WR_Playmaker,5,86,93,93,92,89,66,94,87,87,73,92,82,82,70,91,80,43,33,27,20,23,22,15,23,89,88,89,84,83,83,88,30,22,25,56,30,24,20,41,30,18,36,22,10,10,22,18,24,29,18,13,93,95,92,2,Right,Bears,1,Maryland,8995,"$51,900,000 ","$6,480,000 ",13184,MooreDJ_13184
Eddie Jackson,FS,S_Zone,6,85,91,89,85,83,63,84,90,57,74,76,65,47,48,80,83,21,6,6,6,6,17,6,12,77,73,75,52,42,37,49,35,35,35,38,35,35,10,53,67,82,82,89,32,41,56,76,85,78,20,19,90,84,76,4,Right,Bears,1,Alabama,8600,"$39,350,000 ","$19,770,000 ",12634,JacksonEddie_12634
